experiment,1,2,4
1,407.931250183,411.769417291,653.830188146
2,382.995764551,514.782848779,511.611835134
3,409.673871835,537.250332003,764.681325342
4,398.830557473,816.616972983,499.311640743
5,708.673561673,534.800951722,541.239083643
6,389.500079273,428.223777948,489.309957424
7,398.292140261,376.192404786,476.464884972
8,419.143992644,429.141584021,509.458285651
9,395.751959368,392.251211589,481.029744354
10,424.399484323,546.937708339,643.097140464
